Round,Pick,Pick Value,Value Standardization,Year,Player,Pos.,College,Original Pick,Drafting Team,Yrs,G,MP,PTS,TRB,AST,FG%,3P%,FT%,MP,PTS,TRB,AST,WS,WS/48,BPM,VORP,Year,WS Standardized,Value
2,46,180,0.032911392,2016,A. J. Hammons,C,Purdue,DAL,Dallas Mavericks,1,22,163,48,36,4,0.405,0.5,0.45,7.4,2.2,1.6,0.2,0,-0.001,-6.6,-0.2,2016,0.035573123,0.00266173
2,47,170,0.030379747,2016,Jake Layman,SF,Maryland,ORL,Portland Trail Blazers,4,164,2241,863,314,90,0.456,0.309,0.724,13.7,5.3,1.9,0.5,3,0.065,-2.1,-0.1,2016,0.154150198,0.123770451
2,48,160,0.027848101,2016,Paul Zipser,SG/SF,,CHI,Chicago Bulls ,2,98,1667,458,256,82,0.371,0.335,0.769,17,4.7,2.6,0.8,0,-0.001,-5.2,-1.4,2016,0.035573123,0.007725021
2,49,150,0.025316456,2016,Michael Gbinije,SF,Syracuse,DET,Detroit Pistons,1,9,32,4,3,2,0.1,0,1,3.6,0.4,0.3,0.2,-0.1,-0.136,-12.1,-0.1,2016,0.031620553,0.006304098
2,50,140,0.02278481,2016,Georges Niang,PF,Iowa State,IND,Indiana Pacers,4,149,1413,601,222,78,0.444,0.395,0.84,9.5,4,1.5,0.5,2.7,0.091,-0.6,0.5,2016,0.14229249,0.11950768
2,51,130,0.020253165,2016,Ben Bentil,PF,Providence,BOS,Boston Celtics ,1,3,10,0,2,0,0,0,,3.3,0,0.7,0,-0.1,-0.473,-25.9,-0.1,2016,0.031620553,0.011367389
2,52,120,0.017721519,2016,Joel Bolomboy,PF/C,Weber State,UTA,Utah Jazz ,2,18,91,31,27,2,0.545,0.2,0.5,5.1,1.7,1.5,0.1,0.3,0.132,-0.1,0,2016,0.04743083,0.029709311
2,53,110,0.015189873,2016,Petr Cornelie#,PF,,DEN,Denver Nuggets ,0,0,0,0,0,0,,,,,,,,0,,,0,2016,0.035573123,0.020383249
2,54,100,0.012658228,2016,Kay Felder,PG,Oakland,ATL,Cleveland Cavaliers,2,58,526,223,59,78,0.364,0.268,0.754,9.1,3.8,1,1.3,-0.4,-0.041,-4.7,-0.4,2016,0.019762846,0.007104618
2,55,90,0.010126582,2016,Marcus Paige,PG,UNC,BRK,Utah Jazz,1,5,28,12,4,3,0.286,0.25,1,5.6,2.4,0.8,0.6,0,-0.006,-8.8,0,2016,0.035573123,0.02544654
2,56,90,0.010126582,2016,Daniel Hamilton,SG/SF,UConn,DEN,Seattle/Oklahoma City Thunder ,2,25,232,69,52,30,0.394,0.357,0.5,9.3,2.8,2.1,1.2,0,0,-3.3,-0.1,2016,0.035573123,0.02544654
2,57,80,0.007594937,2016,Wang Zhelin#,C,,MEM,Vancouver/Memphis Grizzlies,0,0,0,0,0,0,,,,,,,,0,,,0,2016,0.035573123,0.027978186
2,58,70,0.005063291,2016,Abdel Nader,SF,Iowa State,BOS,Boston Celtics ,3,157,1972,674,277,81,0.413,0.348,0.715,12.6,4.3,1.8,0.5,1.9,0.046,-2.9,-0.4,2016,0.110671937,0.105608646
2,59,60,0.002531646,2016,Isaiah Cousins#,PG/SG,Oklahoma,SAC,Sacramento Kings ,0,0,0,0,0,0,,,,,,,,0,,,0,2016,0.035573123,0.033041477
2,60,50,0,2016,Tyrone Wallace,PG,California,UTA,Utah Jazz ,3,106,1639,549,228,126,0.425,0.203,0.671,15.5,5.2,2.2,1.2,0.2,0.006,-5.1,-1.3,2016,0.043478261,0.043478261
1,1,4000,1,2015,Karl-Anthony Towns*~,C,Kentucky,MIN,Minnesota Timberwolves,5,358,12307,8113,4209,992,0.534,0.396,0.831,34.4,22.7,11.8,2.8,50.4,0.197,4.8,21.2,2015,1,0
1,2,3100,0.772151899,2015,D'Angelo Russell+,PG,Ohio State,LAL,Los Angeles Lakers,5,317,9204,5532,1176,1666,0.42,0.356,0.772,29,17.5,3.7,5.3,8.4,0.044,0.4,5.5,2015,0.176470588,-0.59568131
1,3,2670,0.663291139,2015,Jahlil Okafor,C,Duke,PHI,Philadelphia 76ers,5,218,4437,2392,1095,211,0.536,0.235,0.674,20.4,11,5,1,6.4,0.069,-2,0,2015,0.137254902,-0.526036237
1,4,2410,0.597468354,2015,Kristaps Porzi??is+,PF/C,,NYK,New York Knicks,4,237,7361,4293,1800,337,0.433,0.357,0.798,31.1,18.1,7.6,1.4,16.4,0.107,1,5.6,2015,0.333333333,-0.264135021
1,5,2240,0.55443038,2015,Mario Hezonja,SG/SF,,ORL,Orlando Magic,5,324,6003,2253,1004,407,0.418,0.321,0.813,18.5,7,3.1,1.3,3.1,0.025,-2.8,-1.2,2015,0.07254902,-0.48188136
1,6,2110,0.521518987,2015,Willie Cauley-Stein,PF,Kentucky,SAC,Sacramento Kings,5,349,8187,3361,2194,553,0.539,0.211,0.611,23.5,9.6,6.3,1.6,20.3,0.119,0.1,4.3,2015,0.409803922,-0.111715066
1,7,2000,0.493670886,2015,Emmanuel Mudiay,PG,,DEN,Denver Nuggets,5,294,7078,3252,873,1130,0.401,0.323,0.743,24.1,11.1,3,3.8,-0.1,-0.001,-3.1,-2.1,2015,0.009803922,-0.483866965
1,8,1910,0.470886076,2015,Stanley Johnson,SF,Arizona,DET,Detroit Pistons,5,305,6256,2008,986,431,0.372,0.291,0.765,20.5,6.6,3.2,1.4,3.2,0.025,-2.9,-1.5,2015,0.074509804,-0.396376272
1,9,1830,0.450632911,2015,Frank Kaminsky,PF,Wisconsin,CHO,Charlotte Hornets/Bobcats,5,314,6970,3110,1280,523,0.423,0.349,0.749,22.2,9.9,4.1,1.7,12.4,0.085,-0.6,2.5,2015,0.254901961,-0.195730951
1,10,1720,0.42278481,2015,Justise Winslow,SF,Duke,MIA,Miami Heat,5,241,6848,2181,1295,657,0.417,0.337,0.646,28.4,9,5.4,2.7,7.7,0.054,-1.8,0.3,2015,0.162745098,-0.260039712
1,11,1600,0.392405063,2015,Myles Turner,C,Texas,IND,Indiana Pacers,5,335,9491,4255,2229,410,0.488,0.354,0.768,28.3,12.7,6.7,1.2,25.9,0.131,0.6,6.2,2015,0.519607843,0.12720278
1,12,1500,0.367088608,2015,Trey Lyles,PF,Kentucky,UTA,Utah Jazz,5,351,6322,2602,1488,375,0.433,0.341,0.708,18,7.4,4.2,1.1,10.3,0.078,-1.2,1.3,2015,0.21372549,-0.153363117
1,13,1400,0.341772152,2015,Devin Booker+,SG,Kentucky,PHO,Phoenix Suns,5,334,11186,7439,1203,1562,0.447,0.355,0.868,33.5,22.3,3.6,4.7,15.9,0.068,-0.3,4.8,2015,0.323529412,-0.01824274
1,14,1320,0.321518987,2015,Cameron Payne,PG,Murray State,OKC,Seattle/Oklahoma City Thunder ,4,153,2454,914,274,382,0.397,0.331,0.775,16,6,1.8,2.5,2.2,0.044,-2.3,-0.2,2015,0.054901961,-0.266617027
1,15,1240,0.301265823,2015,Kelly Oubre Jr.,SG,Kansas,ATL,Washington Bullets/Wizards,5,348,8375,3783,1443,327,0.431,0.329,0.778,24.1,10.9,4.1,0.9,12,0.069,-1.9,0.2,2015,0.247058824,-0.054206999
1,16,1180,0.286075949,2015,Terry Rozier,PG,Louisville,BOS,Boston Celtics,5,335,7597,3224,1249,890,0.394,0.371,0.813,22.7,9.6,3.7,2.7,12.9,0.082,-0.1,3.7,2015,0.264705882,-0.021370067
1,17,1130,0.273417722,2015,Rashad Vaughn,SG,UNLV,MIL,Milwaukee Bucks,3,139,1671,423,158,75,0.337,0.313,0.692,12,3,1.1,0.5,-0.6,-0.017,-4.7,-1.2,2015,0,-0.273417722
1,18,1080,0.260759494,2015,Sam Dekker,SF,Wisconsin,HOU,Houston Rockets ,4,200,3096,1094,607,160,0.478,0.288,0.606,15.5,5.5,3,0.8,5.4,0.083,-1.4,0.5,2015,0.117647059,-0.143112435
1,19,1030,0.248101266,2015,Jerian Grant,PG,Notre Dame,WAS,New York Knicks,4,273,4918,1665,524,796,0.412,0.324,0.771,18,6.1,1.9,2.9,8.3,0.081,-1.5,0.6,2015,0.174509804,-0.073591462
1,20,980,0.235443038,2015,Delon Wright,PG,Utah,TOR,Toronto Raptors,5,263,5219,1935,808,756,0.451,0.345,0.794,19.8,7.4,3.1,2.9,14.8,0.137,2.2,5.6,2015,0.301960784,0.066517746
1,21,920,0.220253165,2015,Justin Anderson,SF,Virginia,DAL,Dallas Mavericks,5,219,2874,1157,556,143,0.418,0.3,0.776,13.1,5.3,2.5,0.7,4.6,0.077,-1.2,0.6,2015,0.101960784,-0.11829238
